word,length,type,hsk_levels,appears_in_multiple_levels
可以,2,compound,2,no
可信,2,compound,7,no
可口,2,compound,7,no
可怕,2,compound,2,no
可怜,2,compound,5,no
可恶,2,compound,7,no
可悲,2,compound,7,no
可惜,2,compound,5,no
可想而知,4,compound,7,no
可是,2,compound,2,no
可歌可泣,4,compound,7,no
可爱,2,compound,2,no
可疑,2,compound,7,no
可笑,2,compound,7,no
可耻,2,compound,7,no
可能,2,compound,2,no
可行,2,compound,7,no
可见,2,compound,4,no
可观,2,compound,7,no
可谓,2,compound,7,no
可贵,2,compound,7,no
可靠,2,compound,3,no
台,1,single,3,no
台上,2,compound,4,no
台灯,2,compound,6,no
台球,2,compound,7,no
台阶,2,compound,4,no
台风,2,compound,5,no
史无前例,4,compound,7,no
右,1,single,1,no
右边,2,compound,1,no
叶子,2,compound,4,no
号,1,single,1,no
号召,2,compound,5,no
号码,2,compound,4,no
号称,2,compound,7,no
司令,2,compound,7,no
司机,2,compound,2,no
司法,2,compound,7,no
司空见惯,4,compound,7,no
司长,2,compound,6,no
叹气,2,compound,6,no
叼,1,single,7,no
吃,1,single,1,no
吃不上,3,compound,7,no
吃亏,2,compound,7,no
吃力,2,compound,5,no
吃喝玩乐,4,compound,7,no
吃惊,2,compound,4,no
吃苦,2,compound,7,no
吃饭,2,compound,1,no
各,1,single,3,no
各个,2,compound,4,no
各位,2,compound,3,no
各地,2,compound,3,no
各奔前程,4,compound,7,no
各式各样,4,compound,7,no
各种,2,compound,3,no
各自,2,compound,3,no
合,1,single,3,no
合乎,2,compound,7,no
合伙,2,compound,7,no
合作,2,compound,3,no
合作社,3,compound,7,no
合同,2,compound,4,no
合唱,2,compound,7,no
合并,2,compound,5,no
合影,2,compound,7,no
合情合理,4,compound,7,no
合成,2,compound,5,no
合格,2,compound,3,no
合法,2,compound,3,no
合理,2,compound,3,no
合约,2,compound,6,no
合计,2,compound,7,no
合资,2,compound,7,no
合适,2,compound,2,no
吉他,2,compound,7,no
吉利,2,compound,6,no
吉普,2,compound,7,no
吉祥,2,compound,6,no
吉祥物,3,compound,7,no
吊,1,single,6,no
吊销,2,compound,7,no
同,1,single,6,no
同一,2,compound,6,no
同事,2,compound,2,no
同人,2,compound,7,no
同伙,2,compound,7,no
同伴,2,compound,7,no
同学,2,compound,1,no
同年,2,compound,7,no
同志,2,compound,7,no
同情,2,compound,4,no
同意,2,compound,3,no
同感,2,compound,7,no
同时,2,compound,2,no
同期,2,compound,6,no
同样,2,compound,2,no
同步,2,compound,7,no
同盟,2,compound,7,no
同等,2,compound,7,no
同类,2,compound,7,no
同胞,2,compound,6,no
同舟共济,4,compound,7,no
同行,2,compound,6,no
名,1,single,2,no
名义,2,compound,6,no
名人,2,compound,4,no
名利,2,compound,7,no
名副其实,4,compound,7,no
名单,2,compound,2,no
名声,2,compound,7,no
名字,2,compound,1,no
名气,2,compound,7,no
名片,2,compound,4,no
名牌儿,3,compound,4,no
名称,2,compound,2,no
名胜,2,compound,6,no
名著,2,compound,7,no
名言,2,compound,7,no
名誉,2,compound,6,no
名贵,2,compound,7,no
名额,2,compound,6,no
后,1,single,1,no
后人,2,compound,7,no
后代,2,compound,7,no
后勤,2,compound,7,no
后台,2,compound,7,no
后备,2,compound,7,no
后备箱,3,compound,7,no
后天,2,compound,1,no
后头,2,compound,4,no
后年,2,compound,3,no
后悔,2,compound,5,no
后期,2,compound,7,no
后来,2,compound,2,no
后果,2,compound,3,no
后盾,2,compound,7,no
后续,2,compound,7,no
后者,2,compound,7,no
后裔,2,compound,7,no
后边,2,compound,1,no
后退,2,compound,7,no
后遗症,3,compound,7,no
后面,2,compound,3,no
后顾之忧,4,compound,7,no
吐,1,single,5,no
向,1,single,2,no
向上,2,compound,5,no
向前,2,compound,5,no
向导,2,compound,5,no
向往,2,compound,7,no
向来,2,compound,7,no
向着,2,compound,7,no
吓,1,single,5,no
吓人,2,compound,7,no
吓唬,2,compound,7,no
吗,1,single,1,no
君子,2,compound,7,no
吞,1,single,6,no
否决,2,compound,7,no
否则,2,compound,4,no
否定,2,compound,3,no
否认,2,compound,3,no
吧,1,single,1,no
吨,1,single,5,no
吩咐,2,compound,7,no
含,1,single,4,no
含义,2,compound,4,no
含有,2,compound,4,no
含糊,2,compound,7,no
含蓄,2,compound,7,no
含量,2,compound,4,no
听,1,single,1,no
听从,2,compound,7,no
听众,2,compound,3,no
听写,2,compound,1,no
听到,2,compound,1,no
听力,2,compound,3,no
听取,2,compound,6,no
听见,2,compound,1,no
听讲,2,compound,2,no
听话,2,compound,7,no
听说,2,compound,2,no
启事,2,compound,5,no
启动,2,compound,5,no
启发,2,compound,5,no
启示,2,compound,7,no
启蒙,2,compound,7,no
启迪,2,compound,7,no
吵,1,single,3,no
吵嘴,2,compound,7,no
吵架,2,compound,3,no
吸,1,single,4,no
吸取,2,compound,7,no
吸引,2,compound,4,no
吸收,2,compound,4,no
吸毒,2,compound,6,no
吸烟,2,compound,4,no
吸管,2,compound,4,no
吸纳,2,compound,7,no
吹,1,single,2,no
吹了,2,compound,7,no
吹捧,2,compound,7,no
吹牛,2,compound,7,no
吻,1,single,7,no
吻合,2,compound,7,no
吼,1,single,7,no
呀,1,single,4,no
呆,1,single,5,no
呈现,2,compound,7,no
告,1,single,7,no
告别,2,compound,3,no
告状,2,compound,7,no
告知,2,compound,7,no
告示,2,compound,7,no
告诉,2,compound,1,no
告诫,2,compound,7,no
告辞,2,compound,7,no
呐喊,2,compound,7,no
呕吐,2,compound,7,no
员,1,single,3,no
员工,2,compound,3,no
呛,1,single,7,no
呜咽,2,compound,7,no
呢,1,single,1,no
周,1,single,2,no
周到,2,compound,7,no
周围,2,compound,3,no
周密,2,compound,7,no
周年,2,compound,2,no
周旋,2,compound,7,no
周期,2,compound,5,no
周末,2,compound,2,no
周边,2,compound,7,no
味儿,2,compound,4,no
味精,2,compound,7,no
味道,2,compound,2,no
呵护,2,compound,7,no
呼吁,2,compound,7,no
呼吸,2,compound,4,no
呼唤,2,compound,7,no
呼声,2,compound,7,no
呼应,2,compound,7,no
呼救,2,compound,7,no
呼风唤雨,4,compound,7,no
命,1,single,6,no
命令,2,compound,5,no
命名,2,compound,7,no
命运,2,compound,3,no
命题,2,compound,7,no
和,1,single,1,no
和尚,2,compound,7,no
和平,2,compound,3,no
和平共处,4,compound,7,no
和气,2,compound,7,no
和睦,2,compound,7,no
和蔼,2,compound,7,no
和解,2,compound,7,no
和谐,2,compound,6,no
咖啡,2,compound,3,no
咧嘴,2,compound,7,no
咨询,2,compound,6,no
咬,1,single,5,no
咱,1,single,2,no
咱们,2,compound,2,no
咳,1,single,5,no
咳嗽,2,compound,7,no
咸,1,single,4,no
咽,1,single,7,no
咽喉,2,compound,7,no
哀求,2,compound,7,no
品,1,single,5,no
品位,2,compound,7,no
品尝,2,compound,7,no
品德,2,compound,7,no
品牌,2,compound,6,no
品种,2,compound,5,no
品行,2,compound,7,no
品质,2,compound,4,no
哄,1,single,7,no
哄堂大笑,4,compound,7,no
哆嗦,2,compound,7,no
哇,1,single,6,no
哈哈,2,compound,3,no
响,1,single,2,no
响亮,2,compound,7,no
响声,2,compound,6,no
响应,2,compound,7,no
响起,2,compound,7,no
哎,1,single,7,no
哎呀,2,compound,7,no
哑,1,single,7,no
哗变,2,compound,7,no
哗然,2,compound,7,no
哥,1,single,1,no
哥哥,2,compound,1,no
哦,1,single,7,no
哪,1,single,1,no
哪些,2,compound,1,no
哪儿,2,compound,1,no
哪怕,2,compound,4,no
哪知道,3,compound,7,no
哪里,2,compound,1,no
哭,1,single,2,no
哭泣,2,compound,7,no
哭笑不得,4,compound,7,no
哲学,2,compound,6,no
哺育,2,compound,7,no
哼,1,single,7,no
唉,1,single,7,no
唠叨,2,compound,7,no
唤起,2,compound,7,no
售价,2,compound,7,no
售票,2,compound,7,no
售货员,3,compound,4,no
唯,1,single,7,no
唯一,2,compound,5,no
唯独,2,compound,7,no
唱,1,single,1,no
唱歌,2,compound,1,no
唱片,2,compound,4,no
唾液,2,compound,7,no
啃,1,single,7,no
商业,2,compound,3,no
商人,2,compound,2,no
商务,2,compound,4,no
商品,2,compound,3,no
商场,2,compound,1,no
商城,2,compound,6,no
商店,2,compound,1,no
商标,2,compound,5,no
商讨,2,compound,7,no
商贩,2,compound,7,no
商贾,2,compound,7,no
商量,2,compound,2,no
啊,1,single,2,no
啤酒,2,compound,3,no
啦,1,single,6,no
啦啦队,3,compound,7,no
喂,1,single,2,no
喂养,2,compound,7,no
善,1,single,7,no
善于,2,compound,4,no
善意,2,compound,7,no
善良,2,compound,4,no
喇叭,2,compound,7,no
喉咙,2,compound,7,no
喊,1,single,2,no
喘,1,single,7,no
喘息,2,compound,7,no
喜事,2,compound,7,no
喜出望外,4,compound,7,no
喜剧,2,compound,5,no
喜好,2,compound,7,no
喜庆,2,compound,7,no
喜怒哀乐,4,compound,7,no
喜悦,2,compound,7,no
喜欢,2,compound,1,no
喜洋洋,3,compound,7,no
喜爱,2,compound,4,no
喜糖,2,compound,7,no
喜酒,2,compound,7,no
喝,1,single,1,no
喝彩,2,compound,7,no
喧哗,2,compound,7,no
喧闹,2,compound,7,no
喷,1,single,5,no
喷泉,2,compound,7,no
嗅觉,2,compound,7,no
嗓子,2,compound,7,no
嗜好,2,compound,7,no
嘉宾,2,compound,6,no
嘉年华,3,compound,7,no
嘛,1,single,6,no
嘱咐,2,compound,7,no
嘲弄,2,compound,7,no
嘲笑,2,compound,7,no
嘴,1,single,2,no
嘴唇,2,compound,7,no
嘴巴,2,compound,4,no
嘿,1,single,7,no
器官,2,compound,4,no
器材,2,compound,7,no
器械,2,compound,7,no
噪声,2,compound,7,no
噪音,2,compound,7,no
嚷,1,single,7,no
嚼,1,single,7,no
囚犯,2,compound,7,no
四,1,single,1,no
四合院,3,compound,7,no
四周,2,compound,5,no
四处,2,compound,6,no
四季,2,compound,7,no
四面八方,4,compound,7,no
回,1,single,1,no
回信,2,compound,5,no
回到,2,compound,1,no
回升,2,compound,7,no
回去,2,compound,1,no
回味,2,compound,7,no
回国,2,compound,2,no
回复,2,compound,4,no
回头,2,compound,5,no
回家,2,compound,1,no
回应,2,compound,6,no
回归,2,compound,7,no
回忆,2,compound,5,no
回忆录,3,compound,7,no
回想,2,compound,7,no
回扣,2,compound,7,no
回报,2,compound,5,no
回收,2,compound,5,no
回来,2,compound,1,no
回答,2,compound,1,no
回落,2,compound,7,no
回避,2,compound,5,no
回顾,2,compound,5,no
回馈,2,compound,7,no
回首,2,compound,7,no
因,1,single,6,no
因为,2,compound,2,no
因人而异,4,compound,7,no
因此,2,compound,3,no
因素,2,compound,6,no
因而,2,compound,5,no
团,1,single,3,no
团伙,2,compound,7,no
团体,2,compound,3,no
团员,2,compound,7,no
团圆,2,compound,7,no
团结,2,compound,3,no
团聚,2,compound,7,no
团长,2,compound,5,no
团队,2,compound,6,no
园,1,single,6,no
园地,2,compound,6,no
园林,2,compound,5,no
困,1,single,3,no
困境,2,compound,7,no
困惑,2,compound,7,no
困扰,2,compound,5,no
困难,2,compound,3,no
围,1,single,3,no
围墙,2,compound,7,no
围巾,2,compound,4,no
围绕,2,compound,5,no
固定,2,compound,4,no
固执,2,compound,7,no
固然,2,compound,7,no
国,1,single,1,no
国产,2,compound,6,no
国会,2,compound,6,no
国内,2,compound,3,no
国土,2,compound,7,no
国外,2,compound,1,no
国学,2,compound,7,no
国宝,2,compound,7,no
国家,2,compound,1,no
国庆,2,compound,3,no
国徽,2,compound,7,no
国情,2,compound,7,no
国旗,2,compound,6,no
国有,2,compound,7,no
国歌,2,compound,6,no
国民,2,compound,5,no
国王,2,compound,6,no
国画,2,compound,7,no
国籍,2,compound,5,no
国防,2,compound,7,no
国际,2,compound,2,no
图,1,single,3,no
图书,2,compound,6,no
图书馆,3,compound,1,no
图像,2,compound,7,no
图形,2,compound,7,no
图案,2,compound,4,no
图片,2,compound,2,no
图画,2,compound,3,no
图纸,2,compound,7,no
图表,2,compound,7,no
圆,1,single,4,no
圆形,2,compound,7,no
圆满,2,compound,4,no
圆珠笔,3,compound,6,no
圈,1,single,4,no
圈套,2,compound,7,no
圈子,2,compound,7,no
土,1,single,3,no
土匪,2,compound,7,no
土地,2,compound,4,no
土壤,2,compound,7,no
土生土长,4,compound,7,no
土豆,2,compound,5,no
圣诞节,3,compound,6,no
圣贤,2,compound,7,no
在,1,single,1,no
在乎,2,compound,4,no
在于,2,compound,4,no
在内,2,compound,5,no
在场,2,compound,5,no
在家,2,compound,1,no
在意,2,compound,7,no
在线,2,compound,7,no
在职,2,compound,7,no
地,1,single,1,no
地上,2,compound,1,no
地下,2,compound,4,no
地下室,3,compound,6,no
地下水,3,compound,7,no
地位,2,compound,4,no
地区,2,compound,3,no
地名,2,compound,6,no
地图,2,compound,1,no
地址,2,compound,4,no
地域,2,compound,7,no
地带,2,compound,5,no
地形,2,compound,5,no
地方,2,compound,1,no
地板,2,compound,6,no
地步,2,compound,7,no
地段,2,compound,7,no
地毯,2,compound,7,no
地点,2,compound,1,no
地狱,2,compound,7,no
地球,2,compound,2,no
地理,2,compound,7,no
地质,2,compound,7,no
地道,2,compound,7,no
地铁,2,compound,2,no
地铁站,3,compound,2,no
地震,2,compound,5,no
地面,2,compound,4,no
场,1,single,2,no
场合,2,compound,3,no
场地,2,compound,6,no
场所,2,compound,3,no
场景,2,compound,6,no
场面,2,compound,5,no
场馆,2,compound,6,no
均匀,2,compound,7,no
均衡,2,compound,7,no
坏,1,single,1,no
坏事,2,compound,7,no
坏人,2,compound,2,no
坏处,2,compound,2,no
坐,1,single,1,no
坐下,2,compound,1,no
坐落,2,compound,7,no
坑,1,single,7,no
块,1,single,1,no
坚信,2,compound,7,no
坚决,2,compound,3,no
坚固,2,compound,4,no
坚守,2,compound,7,no
坚定,2,compound,5,no
坚实,2,compound,7,no
坚强,2,compound,3,no
坚持,2,compound,3,no
坚持不懈,4,compound,7,no
坚硬,2,compound,7,no
坚韧,2,compound,7,no
坛,1,single,7,no
坝,1,single,7,no
坟,1,single,7,no
坟墓,2,compound,7,no
坠,1,single,7,no
坡,1,single,6,no
坦克,2,compound,7,no
坦然,2,compound,7,no
坦率,2,compound,7,no
坦白,2,compound,7,no
坦诚,2,compound,7,no
垂,1,single,7,no
垂头丧气,4,compound,7,no
垃圾,2,compound,4,no
垄断,2,compound,7,no
型,1,single,4,no
型号,2,compound,4,no
垫,1,single,7,no
垫子,2,compound,7,no
垫底,2,compound,7,no
垮,1,single,7,no
埋,1,single,6,no
埋伏,2,compound,7,no
埋怨,2,compound,7,no
埋没,2,compound,7,no
埋藏,2,compound,7,no
城,1,single,3,no
城乡,2,compound,6,no
城区,2,compound,6,no
城墙,2,compound,7,no
城市,2,compound,3,no
城里,2,compound,5,no
城镇,2,compound,6,no
培养,2,compound,4,no
培育,2,compound,4,no
培训,2,compound,4,no
培训班,3,compound,4,no
基于,2,compound,7,no
基准,2,compound,7,no
基因,2,compound,7,no
基地,2,compound,5,no
基层,2,compound,7,no
基本,2,compound,3,no
基本上,3,compound,3,no
基本功,3,compound,7,no
基督教,3,compound,6,no
基础,2,compound,3,no
基金,2,compound,5,no
堂,1,single,7,no
堆,1,single,5,no
堆砌,2,compound,7,no
堕落,2,compound,7,no
堡垒,2,compound,7,no
堤,1,single,7,no
堤坝,2,compound,7,no
堪称,2,compound,7,no
堵,1,single,4,no
堵塞,2,compound,7,no
堵车,2,compound,4,no
塌,1,single,7,no
塑料,2,compound,4,no
塑料袋,3,compound,4,no
塑造,2,compound,7,no
塔,1,single,6,no
塞,1,single,6,no
填,1,single,4,no
填充,2,compound,7,no
填写,2,compound,7,no
填空,2,compound,4,no
填补,2,compound,7,no
境内,2,compound,7,no
境地,2,compound,7,no
境外,2,compound,7,no
境界,2,compound,7,no
境遇,2,compound,7,no
墓,1,single,6,no
墓地,2,compound,7,no
墓碑,2,compound,7,no
墙,1,single,2,no
墙壁,2,compound,5,no
增,1,single,5,no
增产,2,compound,5,no
增值,2,compound,6,no
增加,2,compound,3,no
增多,2,compound,5,no
增大,2,compound,5,no
增强,2,compound,5,no
增收,2,compound,7,no
增添,2,compound,7,no
增进,2,compound,6,no
增长,2,compound,3,no
墨,1,single,7,no
墨水,2,compound,6,no
壁画,2,compound,7,no
士兵,2,compound,4,no
士气,2,compound,7,no
壮,1,single,7,no
壮丽,2,compound,7,no
壮大,2,compound,7,no
壮实,2,compound,7,no
壮胆,2,compound,7,no
壮观,2,compound,6,no
声,1,single,5,no
声明,2,compound,3,no
声望,2,compound,7,no
声称,2,compound,7,no
声誉,2,compound,7,no
声音,2,compound,2,no
壳,1,single,7,no
壶,1,single,6,no
处,1,single,4,no
处于,2,compound,4,no
处分,2,compound,5,no
处在,2,compound,5,no
处境,2,compound,7,no
处处,2,compound,6,no
处方,2,compound,7,no
处理,2,compound,3,no
处罚,2,compound,5,no
处置,2,compound,7,no
处长,2,compound,6,no
备受,2,compound,7,no
备用,2,compound,7,no
备课,2,compound,7,no
复习,2,compound,2,no
复兴,2,compound,7,no
复制,2,compound,4,no
复印,2,compound,3,no
复原,2,compound,7,no
复发,2,compound,7,no
复合,2,compound,7,no
复杂,2,compound,3,no
复查,2,compound,7,no
复活,2,compound,7,no
复苏,2,compound,6,no
夏令营,3,compound,7,no
夏天,2,compound,2,no
夏季,2,compound,4,no
外,1,single,1,no
外交,2,compound,3,no
外交官,3,compound,4,no
外企,2,compound,7,no
外公,2,compound,7,no
外出,2,compound,6,no
外卖,2,compound,2,no
外号,2,compound,7,no
外国,2,compound,1,no
外地,2,compound,2,no
外头,2,compound,6,no
外套,2,compound,4,no
外婆,2,compound,7,no
外币,2,compound,6,no
外形,2,compound,7,no
外援,2,compound,7,no
外文,2,compound,3,no
外星人,3,compound,7,no
外来,2,compound,6,no
外汇,2,compound,4,no
外界,2,compound,5,no
外科,2,compound,6,no
外籍,2,compound,7,no
外行,2,compound,7,no
外衣,2,compound,6,no
外表,2,compound,7,no
外观,2,compound,6,no
外语,2,compound,1,no
外貌,2,compound,7,no
外贸,2,compound,7,no
外资,2,compound,6,no
外边,2,compound,1,no
外部,2,compound,6,no
外面,2,compound,3,no
多,1,single,1,no
多久,2,compound,2,no
多么,2,compound,2,no
多亏,2,compound,7,no
多云,2,compound,2,no
多余,2,compound,7,no
多元,2,compound,7,no
多功能,3,compound,7,no
多劳多得,4,compound,7,no
多半,2,compound,6,no
多媒体,3,compound,6,no
多少,2,compound,1,no
多年,2,compound,4,no
多年来,3,compound,7,no
多心,2,compound,7,no
多数,2,compound,2,no
多方面,3,compound,6,no
多样,2,compound,4,no
多次,2,compound,4,no
多种,2,compound,4,no
多边,2,compound,7,no
夜,1,single,2,no
夜以继日,4,compound,7,no
夜市,2,compound,7,no
夜总会,3,compound,7,no
夜晚,2,compound,7,no
夜校,2,compound,7,no
夜班,2,compound,7,no
夜里,2,compound,2,no
夜间,2,compound,5,no
够,1,single,2,no
够呛,2,compound,7,no
大,1,single,1,no
大事,2,compound,5,no
大于,2,compound,5,no
大人,2,compound,2,no
大众,2,compound,4,no
大伙儿,3,compound,5,no
大会,2,compound,4,no
大体,2,compound,7,no
大体上,3,compound,7,no
大使,2,compound,6,no
大使馆,3,compound,3,no
大公无私,4,compound,7,no
大力,2,compound,6,no
大包大揽,4,compound,7,no
大厅,2,compound,5,no
大厦,2,compound,7,no
大吃一惊,4,compound,7,no
大同小异,4,compound,7,no
大名鼎鼎,4,compound,7,no
大哥,2,compound,4,no
大地,2,compound,7,no
大型,2,compound,4,no
大声,2,compound,2,no
大多,2,compound,4,no
大多数,3,compound,2,no
大大,2,compound,2,no
大大咧咧,4,compound,7,no
大夫,2,compound,3,no
大奖赛,3,compound,5,no
大妈,2,compound,4,no
大姐,2,compound,4,no
大学,2,compound,1,no
大学生,3,compound,1,no
大宗,2,compound,7,no
大家,2,compound,2,no
大家庭,3,compound,7,no
大小,2,compound,2,no
大局,2,compound,7,no
大巴,2,compound,4,no
大师,2,compound,6,no
大幅度,3,compound,7,no
大惊小怪,4,compound,7,no
大意,2,compound,7,no
大批,2,compound,6,no
大数据,3,compound,7,no
大方,2,compound,4,no
大有可为,4,compound,7,no
大棚,2,compound,7,no
大楼,2,compound,4,no
大概,2,compound,3,no
大模大样,4,compound,7,no
大款,2,compound,7,no
大气,2,compound,7,no
大海,2,compound,2,no
大熊猫,3,compound,5,no
大爷,2,compound,4,no
大片,2,compound,7,no
大笔,2,compound,7,no
大米,2,compound,6,no
大约,2,compound,3,no
大纲,2,compound,5,no
大肆,2,compound,7,no
大胆,2,compound,5,no
大脑,2,compound,5,no
大腕儿,3,compound,7,no
大臣,2,compound,7,no
大自然,3,compound,2,no
大致,2,compound,5,no
大街,2,compound,6,no
大街小巷,4,compound,7,no
大衣,2,compound,2,no
大规模,3,compound,4,no
大象,2,compound,5,no
大赛,2,compound,6,no
大选,2,compound,7,no
大道,2,compound,6,no
大部分,3,compound,2,no
大都,2,compound,5,no
大量,2,compound,2,no
大门,2,compound,2,no
大队,2,compound,7,no
大陆,2,compound,4,no
大雁,2,compound,7,no
大面积,3,compound,7,no
天,1,single,1,no
天上,2,compound,2,no
天下,2,compound,6,no
天主教,3,compound,7,no
天使,2,compound,7,no
天分,2,compound,7,no
天地,2,compound,7,no
天堂,2,compound,6,no
天平,2,compound,7,no
天性,2,compound,7,no
天才,2,compound,5,no
天文,2,compound,5,no
天桥,2,compound,7,no
天气,2,compound,1,no
天然,2,compound,6,no
天然气,3,compound,5,no
天生,2,compound,7,no
天真,2,compound,4,no
天空,2,compound,3,no
天线,2,compound,7,no
天经地义,4,compound,7,no
天赋,2,compound,7,no
天长地久,4,compound,7,no
天鹅,2,compound,7,no
太,1,single,1,no
太太,2,compound,2,no
太平,2,compound,7,no
太极,2,compound,7,no
太极拳,3,compound,7,no
太空,2,compound,5,no
太阳,2,compound,2,no
太阳能,3,compound,6,no
夫人,2,compound,4,no
夫妇,2,compound,4,no
夫妻,2,compound,4,no
失业,2,compound,4,no
失业率,3,compound,7,no
失传,2,compound,7,no
失利,2,compound,7,no
失去,2,compound,3,no
失恋,2,compound,7,no
失控,2,compound,7,no
失效,2,compound,7,no
失明,2,compound,7,no
失望,2,compound,4,no
失灵,2,compound,7,no
失眠,2,compound,7,no
失落,2,compound,7,no
失误,2,compound,5,no
失败,2,compound,4,no
失踪,2,compound,7,no
头,1,single,2,no
头发,2,compound,2,no
头号,2,compound,7,no
头头是道,4,compound,7,no
头晕,2,compound,7,no
头条,2,compound,7,no
头疼,2,compound,6,no
头脑,2,compound,3,no
头衔,2,compound,7,no
头部,2,compound,7,no
头顶,2,compound,7,no
夸,1,single,7,no
夸大,2,compound,7,no
夸夸其谈,4,compound,7,no
夸奖,2,compound,7,no
夸张,2,compound,7,no
夸耀,2,compound,7,no
夹,1,single,5,no
夺,1,single,6,no
夺冠,2,compound,7,no
夺取,2,compound,6,no
夺魁,2,compound,7,no
奇妙,2,compound,6,no
奇怪,2,compound,3,no
奇特,2,compound,7,no
奇花异草,4,compound,7,no
奇迹,2,compound,7,no
奉献,2,compound,6,no
奋力,2,compound,7,no
奋勇,2,compound,7,no
奋斗,2,compound,4,no
奏,1,single,6,no
奏效,2,compound,7,no
契机,2,compound,7,no
契约,2,compound,7,no
奔,1,single,7,no
奔波,2,compound,7,no
奔赴,2,compound,7,no
奔跑,2,compound,6,no
奖,1,single,4,no
奖励,2,compound,5,no
奖品,2,compound,7,no
奖学金,3,compound,4,no
奖杯,2,compound,7,no
奖牌,2,compound,7,no
奖金,2,compound,4,no
奖项,2,compound,7,no
套,1,single,2,no
套餐,2,compound,4,no
奠定,2,compound,7,no
奢侈,2,compound,7,no
奢望,2,compound,7,no
奥秘,2,compound,7,no
奥运会,3,compound,7,no
女,1,single,1,no
女人,2,compound,1,no
女儿,2,compound,1,no
女士,2,compound,4,no
女婿,2,compound,7,no
女子,2,compound,3,no
女孩儿,3,compound,1,no
女性,2,compound,5,no
女朋友,3,compound,1,no
女生,2,compound,1,no
奴隶,2,compound,7,no
奶,1,single,1,no
奶奶,2,compound,1,no
奶牛,2,compound,6,no
奶粉,2,compound,6,no
奶茶,2,compound,3,no
奸诈,2,compound,7,no
她,1,single,1,no
她们,2,compound,1,no
好,1,single,1,no
好不容易,4,compound,6,no
好久,2,compound,2,no
好事,2,compound,2,no
好人,2,compound,2,no
好似,2,compound,6,no
好像,2,compound,2,no
好友,2,compound,4,no
好吃,2,compound,1,no
好听,2,compound,1,no
好在,2,compound,7,no
好坏,2,compound,7,no
好处,2,compound,2,no
好多,2,compound,2,no
好奇,2,compound,3,no
好奇心,3,compound,7,no
好好,2,compound,3,no
好学,2,compound,6,no
好客,2,compound,7,no
好家伙,3,compound,7,no
好容易,3,compound,6,no
好心,2,compound,7,no
好心人,3,compound,7,no
好意,2,compound,7,no
好感,2,compound,7,no
好歹,2,compound,7,no
好比,2,compound,7,no
好玩儿,3,compound,1,no
好看,2,compound,1,no
好笑,2,compound,7,no
好评,2,compound,7,no
好说,2,compound,7,no
好转,2,compound,6,no
好运,2,compound,5,no
如,1,single,6,no
如一,2,compound,6,no
如下,2,compound,5,no
如今,2,compound,4,no
如何,2,compound,3,no
如同,2,compound,5,no
如实,2,compound,7,no
如意,2,compound,7,no
如愿以偿,4,compound,7,no
如果,2,compound,2,no
如果说,3,compound,7,no
如此,2,compound,5,no
如醉如痴,4,compound,7,no
妄想,2,compound,7,no
妇女,2,compound,6,no
妈,1,single,1,no
妈妈,2,compound,1,no
妒忌,2,compound,7,no
妖怪,2,compound,7,no
妙,1,single,6,no
妥,1,single,7,no
妥协,2,compound,7,no
妥善,2,compound,7,no
妥当,2,compound,7,no
妨害,2,compound,7,no
妨碍,2,compound,7,no
妹,1,single,1,no
妹妹,2,compound,1,no
妻子,2,compound,4,no
始终,2,compound,3,no
姐,1,single,1,no
姐妹,2,compound,4,no
姐姐,2,compound,1,no
姑姑,2,compound,6,no
姑娘,2,compound,3,no
姓,1,single,2,no
姓名,2,compound,2,no
姓氏,2,compound,7,no
委员,2,compound,7,no
委员会,3,compound,7,no
委婉,2,compound,7,no
委屈,2,compound,7,no
委托,2,compound,5,no
姜,1,single,7,no
姥姥,2,compound,7,no
姥爷,2,compound,7,no
姨,1,single,7,no
姿势,2,compound,7,no
姿态,2,compound,7,no
威信,2,compound,7,no
威力,2,compound,7,no
威慑,2,compound,7,no
威胁,2,compound,6,no
威风,2,compound,7,no
娃娃,2,compound,6,no
娇惯,2,compound,7,no
娇气,2,compound,7,no
娘,1,single,7,no
娱乐,2,compound,6,no
娶,1,single,7,no
婚姻,2,compound,7,no
婚礼,2,compound,4,no
婚纱,2,compound,7,no
婴儿,2,compound,7,no
媒体,2,compound,3,no
媲美,2,compound,7,no
媳妇,2,compound,7,no
嫁,1,single,7,no
嫁妆,2,compound,7,no
嫂子,2,compound,7,no
嫉妒,2,compound,7,no
嫌,1,single,6,no
嫌弃,2,compound,7,no
嫌疑,2,compound,7,no
嫦娥,2,compound,7,no
嫩,1,single,7,no
嬉笑,2,compound,7,no
子,1,single,1,no
子女,2,compound,3,no
子孙,2,compound,7,no
子弟,2,compound,7,no
子弹,2,compound,5,no
孕妇,2,compound,7,no
孕育,2,compound,7,no
字,1,single,1,no
字体,2,compound,7,no
字典,2,compound,2,no
字幕,2,compound,7,no
字母,2,compound,4,no
字眼,2,compound,7,no
字迹,2,compound,7,no
存,1,single,3,no
存在,2,compound,3,no
存心,2,compound,7,no
存折,2,compound,7,no
存放,2,compound,7,no
存款,2,compound,5,no
孙女,2,compound,4,no
孙子,2,compound,4,no
孝敬,2,compound,7,no
孝顺,2,compound,7,no
季,1,single,4,no
季度,2,compound,4,no
季节,2,compound,4,no
孤儿,2,compound,6,no
